sku,sku_description,promo_type,regular_retail,discount_percent,promo_retail,margin_lift,sales_lift,volume_lift,sales_revenue,margin_dollars,margin_rate
SKU100029,Product Description 29,temporary price reduction,92.15,23.56,70.44,8.56,25.75,33.66,24583.56,4719.55,19.2
SKU100030,Product Description 30,weekly b flyer,35.94,6.47,33.62,7.42,119.34,138.87,7127.44,732.75,10.28
SKU100031,Product Description 31,temporary price reduction,36.0,38.9,22.0,1.41,123.12,35.18,7920.0,2507.73,31.66
SKU100032,Product Description 32,temporary price reduction,74.28,32.95,49.8,4.57,211.02,63.44,22011.6,5514.86,25.05
SKU100033,Product Description 33,weekly a flyer,46.32,15.25,39.26,0.78,59.2,101.66,7027.54,2116.28,30.11
SKU100034,Product Description 34,weekly b flyer,24.01,39.3,14.57,5.07,98.34,159.7,7197.58,1927.65,26.78
SKU100035,Product Description 35,cm promo,46.34,26.07,34.26,6.79,203.06,148.41,10106.7,1444.4,14.29
SKU100036,Product Description 36,weekly b flyer,15.8,25.38,11.79,1.63,206.79,129.82,4079.34,794.4,19.47
SKU100037,Product Description 37,cm promo,19.29,31.18,13.27,3.24,99.23,32.84,2932.67,396.7,13.53
SKU100038,Product Description 38,weekly a flyer,50.84,33.41,33.85,4.28,117.49,110.31,3825.05,1296.49,33.89
SKU100039,Product Description 39,vendor flyer,43.05,27.98,31.01,9.24,79.31,19.31,2480.8,342.33,13.8
SKU100040,Product Description 40,temporary price reduction,91.65,9.48,82.96,9.94,233.48,76.72,7964.16,3042.88,38.21
SKU100041,Product Description 41,weekly a flyer,37.51,16.84,31.19,0.93,34.07,83.88,5583.01,744.89,13.34
SKU100042,Product Description 42,temporary price reduction,58.9,37.48,36.82,7.73,233.77,9.88,14764.82,4448.31,30.13
SKU100043,Product Description 43,vendor flyer,63.96,12.86,55.73,4.03,172.55,56.25,21288.86,6506.38,30.56
SKU100044,Product Description 44,vendor flyer,3.28,18.03,2.69,4.23,135.24,191.22,427.71,105.38,24.64
SKU100045,Product Description 45,weekly a flyer,67.03,20.12,53.54,7.67,13.0,190.82,6317.72,744.18,11.78
SKU100046,Product Description 46,vendor flyer,19.45,20.38,15.49,9.23,121.52,71.76,1657.43,639.21,38.57
SKU100047,Product Description 47,cm promo,96.18,26.45,70.74,9.53,104.9,10.53,10964.7,3227.25,29.43
SKU100048,Product Description 48,vendor flyer,16.57,38.01,10.27,5.98,44.5,37.46,3584.23,512.65,14.3
SKU100049,Product Description 49,temporary price reduction,42.63,13.42,36.91,3.89,165.82,79.66,13988.89,3933.45,28.12
SKU100050,Product Description 50,temporary price reduction,10.36,9.25,9.4,7.98,242.93,189.66,2867.0,975.51,34.03
SKU100051,Product Description 51,temporary price reduction,99.69,11.91,87.82,2.88,142.74,29.96,31703.02,8641.03,27.26
SKU100052,Product Description 52,temporary price reduction,51.22,36.04,32.76,5.86,180.11,153.18,7207.2,2049.25,28.43
SKU100053,Product Description 53,cm promo,60.35,27.6,43.69,3.91,21.77,23.52,18874.08,2366.34,12.54
SKU100054,Product Description 54,weekly b flyer,8.57,15.01,7.28,6.74,107.33,196.29,1536.08,263.31,17.14
SKU100055,Product Description 55,weekly a flyer,75.5,33.56,50.16,2.78,33.51,77.56,16803.6,4175.11,24.85
SKU100056,Product Description 56,temporary price reduction,22.57,35.15,14.64,2.32,155.13,155.5,1756.8,181.81,10.35
SKU100057,Product Description 57,vendor flyer,90.01,34.63,58.84,9.22,234.93,69.83,17887.36,4658.17,26.04
SKU100058,Product Description 58,temporary price reduction,22.1,37.16,13.89,1.47,167.14,126.28,5875.47,2247.54,38.25
SKU100059,Product Description 59,vendor flyer,20.69,13.83,17.83,5.31,23.82,40.02,1854.32,595.83,32.13
SKU100060,Product Description 60,vendor flyer,5.58,31.43,3.83,2.6,91.89,30.91,1424.76,383.52,26.92
SKU100061,Product Description 61,temporary price reduction,48.26,21.12,38.07,0.87,139.91,187.74,16979.22,5992.46,35.29
SKU100062,Product Description 62,cm promo,57.35,34.47,37.58,0.84,103.79,183.69,1954.16,226.16,11.57
SKU100063,Product Description 63,vendor flyer,8.44,30.5,5.87,2.16,209.24,177.72,440.25,74.82,16.99
SKU100064,Product Description 64,vendor flyer,78.0,32.18,52.9,8.73,204.59,125.84,19149.8,6118.63,31.95
SKU100065,Product Description 65,temporary price reduction,46.42,27.97,33.44,3.18,154.9,162.04,5852.0,1303.58,22.28
SKU100066,Product Description 66,vendor flyer,53.39,11.21,47.4,9.53,96.5,15.67,21661.8,3976.35,18.36
SKU100067,Product Description 67,vendor flyer,45.19,24.08,34.31,6.03,67.56,68.29,3499.62,411.61,11.76
SKU100068,Product Description 68,temporary price reduction,41.27,39.46,24.98,4.65,30.94,64.11,6170.06,836.1,13.55
SKU100069,Product Description 69,temporary price reduction,56.84,37.81,35.35,6.01,91.95,127.86,12301.8,3019.38,24.54
SKU100070,Product Description 70,weekly a flyer,17.21,6.51,16.09,5.41,106.23,72.48,3813.33,639.13,16.76
SKU100071,Product Description 71,cm promo,19.83,10.77,17.69,7.71,170.58,31.4,4157.15,961.78,23.14
SKU100072,Product Description 72,cm promo,86.45,9.61,78.14,3.18,166.25,120.1,27661.56,6478.03,23.42
SKU100073,Product Description 73,vendor flyer,94.72,30.41,65.92,3.85,22.18,163.25,22874.24,8362.31,36.56
SKU100074,Product Description 74,cm promo,38.58,33.62,25.61,8.99,101.84,77.66,6479.33,2346.55,36.22
SKU100075,Product Description 75,vendor flyer,28.53,12.47,24.97,9.49,49.54,28.19,12460.03,3004.61,24.11
SKU100076,Product Description 76,weekly a flyer,65.11,22.7,50.33,8.98,43.42,40.94,3019.8,964.35,31.93
SKU100077,Product Description 77,temporary price reduction,42.06,34.42,27.58,4.48,207.69,49.02,11252.64,4430.04,39.37
SKU100078,Product Description 78,temporary price reduction,4.49,30.65,3.11,7.91,15.27,61.38,1253.33,229.55,18.32
SKU100079,Product Description 79,temporary price reduction,17.3,23.98,13.15,5.03,107.7,129.27,2564.25,1000.71,39.03
SKU100080,Product Description 80,cm promo,72.17,25.66,53.65,5.23,46.21,120.99,7189.1,1591.79,22.14
SKU100081,Product Description 81,weekly a flyer,66.57,22.79,51.4,2.44,220.44,139.82,7658.6,1824.6,23.82
SKU100082,Product Description 82,cm promo,4.66,15.41,3.94,6.12,141.47,73.78,602.82,65.92,10.94
SKU100083,Product Description 83,cm promo,23.75,24.78,17.87,2.27,61.69,165.15,8666.95,2207.78,25.47
SKU100084,Product Description 84,weekly a flyer,24.65,29.11,17.47,3.65,128.09,42.41,1659.65,632.19,38.09
SKU100085,Product Description 85,weekly a flyer,67.85,35.57,43.72,8.62,184.21,94.87,4065.96,953.44,23.45
SKU100086,Product Description 86,weekly a flyer,3.93,27.27,2.86,2.47,239.74,160.59,935.22,138.11,14.77
SKU100087,Product Description 87,weekly a flyer,12.2,31.64,8.34,1.18,59.01,37.67,1918.2,193.63,10.09
SKU100088,Product Description 88,temporary price reduction,80.39,10.6,71.87,1.16,222.11,23.75,16961.32,4594.77,27.09
SKU100089,Product Description 89,weekly b flyer,19.5,21.15,15.37,9.44,233.9,176.97,2505.31,761.39,30.39
SKU100090,Product Description 90,weekly b flyer,65.97,5.33,62.46,5.32,229.52,69.9,18987.84,2430.52,12.8
SKU100091,Product Description 91,weekly a flyer,25.34,13.63,21.89,4.39,160.68,137.41,9412.7,3225.05,34.26
SKU100092,Product Description 92,weekly b flyer,11.75,30.43,8.17,8.2,159.31,7.02,3504.93,754.86,21.54
SKU100093,Product Description 93,weekly b flyer,25.83,39.71,15.57,8.44,103.79,138.63,1230.03,342.3,27.83
SKU100094,Product Description 94,weekly a flyer,72.78,8.47,66.61,3.66,189.34,64.59,20848.93,8082.61,38.77
SKU100095,Product Description 95,weekly b flyer,85.86,19.05,69.5,7.09,135.17,13.04,10216.5,3022.18,29.58
SKU100096,Product Description 96,cm promo,83.36,33.0,55.85,7.83,170.97,122.74,20217.7,6478.39,32.04
SKU100097,Product Description 97,vendor flyer,40.92,12.14,35.95,6.72,109.97,49.68,14955.2,2903.89,19.42
SKU100098,Product Description 98,vendor flyer,67.47,24.43,50.99,1.94,184.22,78.59,19274.22,2223.53,11.54
SKU100099,Product Description 99,weekly a flyer,22.09,30.66,15.32,8.82,207.0,17.96,2512.48,802.95,31.96
SKU100100,Product Description 100,temporary price reduction,30.73,26.56,22.57,5.62,40.88,31.14,7335.25,1148.41,15.66
SKU100101,Product Description 101,weekly a flyer,89.84,11.58,79.44,3.18,209.07,61.0,26215.2,10050.7,38.34
SKU100102,Product Description 102,temporary price reduction,3.27,17.44,2.7,4.54,137.37,19.77,874.8,208.7,23.86
SKU100103,Product Description 103,vendor flyer,10.38,32.43,7.01,0.86,211.94,182.34,2173.1,823.25,37.88
SKU100104,Product Description 104,weekly a flyer,22.37,24.4,16.91,1.71,110.67,3.2,6425.8,769.75,11.98
SKU100105,Product Description 105,cm promo,4.6,5.18,4.36,7.77,97.86,97.8,1116.16,189.85,17.01
SKU100106,Product Description 106,weekly b flyer,19.78,31.63,13.52,0.5,229.19,26.4,5854.16,1186.14,20.26
SKU100107,Product Description 107,temporary price reduction,59.14,6.24,55.45,4.46,66.54,62.92,20904.65,3194.88,15.28
SKU100108,Product Description 108,weekly b flyer,43.3,31.1,29.83,5.46,211.83,185.36,7755.8,1595.71,20.57
SKU100109,Product Description 109,weekly b flyer,89.48,12.09,78.66,1.02,123.59,34.02,20766.24,2270.1,10.93
SKU100110,Product Description 110,weekly a flyer,82.11,38.53,50.47,9.74,130.95,193.23,23216.2,4313.86,18.58
SKU100111,Product Description 111,weekly b flyer,35.5,17.88,29.15,2.65,80.57,42.75,2594.35,318.07,12.26
SKU100112,Product Description 112,cm promo,27.42,16.44,22.91,3.39,145.4,148.83,1718.25,420.73,24.49
SKU100113,Product Description 113,weekly b flyer,39.21,10.21,35.21,3.39,84.68,110.24,2675.96,976.41,36.49
SKU100114,Product Description 114,weekly a flyer,59.85,15.7,50.46,2.69,14.62,177.13,12059.94,2913.04,24.15
SKU100115,Product Description 115,cm promo,28.27,35.68,18.18,0.51,71.64,111.69,2399.76,868.56,36.19
SKU100116,Product Description 116,vendor flyer,63.17,39.87,37.98,7.43,6.56,107.84,16445.34,3655.01,22.23
SKU100117,Product Description 117,weekly b flyer,42.12,17.89,34.58,9.69,244.7,40.7,16702.14,4263.26,25.53
SKU100118,Product Description 118,weekly a flyer,56.1,20.7,44.49,2.63,241.61,34.91,9743.31,2077.54,21.32
SKU100119,Product Description 119,vendor flyer,44.74,30.27,31.2,6.8,101.81,183.46,14414.4,5722.31,39.7
SKU100120,Product Description 120,vendor flyer,30.86,36.02,19.75,7.55,183.45,66.91,4266.0,1457.04,34.15
SKU100121,Product Description 121,temporary price reduction,94.95,25.76,70.49,8.56,89.72,75.67,16706.13,4219.98,25.26
SKU100122,Product Description 122,cm promo,76.83,18.7,62.46,4.51,169.42,152.45,13616.28,1563.82,11.48
SKU100123,Product Description 123,weekly b flyer,15.73,19.44,12.67,3.38,202.33,69.09,4282.46,1220.15,28.49
SKU100124,Product Description 124,weekly a flyer,87.11,29.35,61.55,3.59,236.96,190.51,17110.9,4665.94,27.27
SKU100125,Product Description 125,temporary price reduction,49.77,5.11,47.23,7.27,103.05,148.11,6895.58,1279.76,18.56
SKU100126,Product Description 126,cm promo,89.67,26.69,65.74,8.26,196.91,120.29,27347.84,5985.41,21.89
SKU100127,Product Description 127,temporary price reduction,80.39,17.44,66.37,2.23,70.15,176.42,4314.05,1338.75,31.03
SKU100128,Product Description 128,cm promo,43.67,32.8,29.35,4.02,247.63,11.82,9626.8,2664.27,27.68
SKU100129,Product Description 129,cm promo,4.2,8.25,3.85,9.07,11.31,52.9,708.4,237.09,33.47
SKU100130,Product Description 130,weekly b flyer,28.33,25.59,21.08,8.16,152.86,94.08,1581.0,174.22,11.02
SKU100131,Product Description 131,cm promo,55.08,21.83,43.05,9.86,166.58,46.94,17263.05,6228.68,36.08
SKU100132,Product Description 132,temporary price reduction,64.08,27.48,46.47,7.67,173.57,149.29,2834.67,817.66,28.84
SKU100133,Product Description 133,cm promo,27.27,7.27,25.29,4.24,34.49,184.0,3060.09,1200.32,39.22
SKU100134,Product Description 134,weekly b flyer,15.66,25.3,11.7,6.11,234.94,85.91,2129.4,710.08,33.35
SKU100135,Product Description 135,weekly b flyer,83.82,24.65,63.16,6.78,49.39,69.74,9789.8,1623.72,16.59
SKU100136,Product Description 136,temporary price reduction,98.47,24.62,74.22,1.25,157.57,192.39,19965.18,6781.12,33.96
SKU100137,Product Description 137,vendor flyer,53.52,26.12,39.54,5.67,59.56,90.08,16685.88,6273.57,37.6
SKU100138,Product Description 138,vendor flyer,18.82,28.68,13.42,7.24,80.27,98.83,3032.92,781.47,25.77
SKU100139,Product Description 139,cm promo,28.69,33.17,19.17,2.09,138.88,71.63,6345.27,2519.13,39.7
SKU100140,Product Description 140,weekly a flyer,3.8,14.44,3.25,7.92,107.21,182.09,591.5,221.56,37.46
SKU100141,Product Description 141,cm promo,91.6,33.88,60.57,6.05,44.26,114.65,4300.47,678.24,15.77
SKU100142,Product Description 142,temporary price reduction,13.54,22.44,10.5,9.55,46.88,152.91,3339.0,562.82,16.86
SKU100143,Product Description 143,temporary price reduction,58.5,7.7,54.0,0.9,107.45,162.74,24894.0,3123.16,12.55
SKU100144,Product Description 144,temporary price reduction,28.86,7.05,26.83,3.02,190.53,69.69,5634.3,809.34,14.36
SKU100145,Product Description 145,temporary price reduction,56.31,16.7,46.91,6.21,225.0,87.87,7317.96,1427.35,19.5
SKU100146,Product Description 146,temporary price reduction,65.84,32.47,44.46,3.32,25.61,170.0,14582.88,5604.2,38.43
SKU100147,Product Description 147,weekly b flyer,83.31,29.77,58.51,7.29,101.31,73.92,23521.02,3884.39,16.51
SKU100148,Product Description 148,vendor flyer,22.23,32.6,14.98,7.71,29.56,159.2,4254.32,622.61,14.63
SKU100149,Product Description 149,temporary price reduction,3.08,23.1,2.37,1.47,9.07,188.32,158.79,25.45,16.03
SKU100150,Product Description 150,weekly a flyer,15.41,20.41,12.27,5.38,167.12,125.4,3570.57,883.56,24.75
SKU100151,Product Description 151,weekly a flyer,90.2,10.16,81.03,5.33,152.6,148.84,13450.98,4440.56,33.01
SKU100152,Product Description 152,weekly a flyer,87.64,16.49,73.19,4.01,44.94,161.41,24518.65,3589.56,14.64
SKU100153,Product Description 153,weekly a flyer,60.55,20.19,48.32,9.36,62.28,169.32,15993.92,2908.51,18.19
SKU100154,Product Description 154,weekly b flyer,60.85,8.1,55.92,8.36,10.81,80.22,10792.56,1141.55,10.58
SKU100155,Product Description 155,weekly a flyer,67.17,12.72,58.63,7.12,209.56,12.15,14892.02,5261.23,35.33
SKU100156,Product Description 156,temporary price reduction,19.19,25.94,14.21,7.29,243.8,81.57,1250.48,415.54,33.23
SKU100157,Product Description 157,cm promo,91.61,30.75,63.44,4.89,38.19,135.4,29563.04,9946.8,33.65
SKU100158,Product Description 158,weekly a flyer,43.04,39.94,25.85,9.25,61.71,91.17,5247.55,851.35,16.22
SKU100159,Product Description 159,weekly b flyer,39.55,37.66,24.66,7.1,217.76,150.29,5548.5,1908.28,34.39
SKU100160,Product Description 160,weekly b flyer,52.85,27.49,38.32,7.43,231.98,72.68,19083.36,7251.72,38.0
SKU100161,Product Description 161,weekly a flyer,6.6,19.74,5.3,8.69,107.81,127.68,1537.0,154.36,10.04
SKU100162,Product Description 162,cm promo,18.3,27.27,13.31,3.1,17.4,38.91,6269.01,2460.93,39.26
SKU100163,Product Description 163,weekly a flyer,74.33,32.5,50.17,8.17,14.65,150.38,21823.95,3261.08,14.94
SKU100164,Product Description 164,weekly b flyer,10.11,9.14,9.19,2.35,145.62,110.05,3841.42,1115.51,29.04
SKU100165,Product Description 165,vendor flyer,61.11,19.35,49.29,3.78,101.26,42.4,9020.07,1330.6,14.75
SKU100166,Product Description 166,temporary price reduction,26.04,34.39,17.08,3.69,12.02,59.8,1622.6,379.06,23.36
SKU100167,Product Description 167,weekly b flyer,40.15,18.43,32.75,9.8,147.9,150.22,3242.25,419.91,12.95
SKU100168,Product Description 168,weekly a flyer,30.29,25.02,22.71,8.64,7.77,97.56,4882.65,596.38,12.21
SKU100169,Product Description 169,temporary price reduction,36.86,25.57,27.43,7.16,197.91,44.77,4251.65,1689.06,39.73
SKU100170,Product Description 170,weekly a flyer,72.47,11.46,64.17,7.41,80.08,193.52,17005.05,6417.3,37.74
SKU100171,Product Description 171,weekly a flyer,31.12,17.68,25.62,5.84,14.86,143.59,4995.9,1623.13,32.49
SKU100172,Product Description 172,vendor flyer,57.51,16.71,47.9,9.5,149.15,191.51,22034.0,4389.29,19.92
SKU100173,Product Description 173,temporary price reduction,48.65,5.92,45.77,5.21,102.43,86.57,21694.98,2896.68,13.35
SKU100174,Product Description 174,temporary price reduction,67.04,5.85,63.12,4.11,243.58,96.07,7637.52,2001.16,26.2
SKU100175,Product Description 175,vendor flyer,93.81,34.11,61.81,2.05,138.33,179.8,23425.99,5104.71,21.79
SKU100176,Product Description 176,weekly b flyer,73.79,14.56,63.05,7.97,72.43,105.96,20302.1,6972.76,34.35
SKU100177,Product Description 177,weekly a flyer,23.06,23.13,17.73,7.48,178.81,142.04,5248.08,831.87,15.85
SKU100178,Product Description 178,cm promo,5.06,15.46,4.28,4.15,71.52,51.93,2118.6,232.63,10.98
SKU100179,Product Description 179,weekly a flyer,27.7,37.92,17.2,0.74,226.54,90.45,7946.4,2538.24,31.94
SKU100180,Product Description 180,weekly a flyer,60.32,14.08,51.83,8.47,96.81,26.44,12180.05,3063.92,25.16
SKU100181,Product Description 181,weekly b flyer,7.04,20.04,5.63,0.61,139.72,42.78,669.97,250.68,37.42
SKU100182,Product Description 182,weekly a flyer,50.64,35.55,32.64,7.19,17.39,2.19,6495.36,1508.61,23.23
SKU100183,Product Description 183,vendor flyer,60.49,34.47,39.64,9.72,109.4,9.77,11693.8,2913.69,24.92
SKU100184,Product Description 184,vendor flyer,34.76,11.51,30.76,4.66,208.93,195.5,9566.36,3412.02,35.67
SKU100185,Product Description 185,temporary price reduction,77.55,33.09,51.89,2.73,202.38,49.99,3891.75,1040.58,26.74
SKU100186,Product Description 186,cm promo,12.45,21.04,9.83,7.2,59.96,133.34,4639.76,1390.85,29.98
SKU100187,Product Description 187,weekly a flyer,9.36,21.9,7.31,8.26,60.39,168.14,1381.59,336.35,24.35
SKU100188,Product Description 188,weekly a flyer,73.36,9.67,66.26,5.69,205.24,111.03,9806.48,2199.63,22.43
SKU100189,Product Description 189,weekly b flyer,50.56,7.82,46.61,9.69,232.95,32.32,20834.67,8280.77,39.75
SKU100190,Product Description 190,vendor flyer,69.46,30.48,48.29,0.99,28.36,146.17,15790.83,2711.26,17.17
SKU100191,Product Description 191,cm promo,44.61,22.38,34.63,5.3,115.26,120.85,3463.0,644.45,18.61
SKU100192,Product Description 192,temporary price reduction,26.15,20.29,20.84,7.33,87.68,146.79,4168.0,1209.2,29.01
SKU100193,Product Description 193,vendor flyer,82.27,30.53,57.15,8.7,218.32,154.41,27489.15,10559.11,38.41
SKU100194,Product Description 194,temporary price reduction,80.34,31.79,54.8,2.2,25.46,195.13,8384.4,1454.86,17.35
SKU100195,Product Description 195,weekly b flyer,70.08,10.56,62.68,8.1,56.73,115.57,30274.44,3434.56,11.34
SKU100196,Product Description 196,weekly b flyer,28.67,26.36,21.11,5.75,189.35,69.64,2913.18,955.39,32.8
SKU100197,Product Description 197,weekly a flyer,59.84,9.74,54.01,4.27,17.57,130.4,10261.9,3108.77,30.29
SKU100198,Product Description 198,cm promo,37.38,31.3,25.68,1.75,125.67,15.55,6728.16,2320.25,34.49
SKU100199,Product Description 199,temporary price reduction,10.98,27.99,7.91,8.72,113.32,179.68,2230.62,506.17,22.69
SKU100200,Product Description 200,vendor flyer,91.9,38.48,56.54,1.99,86.93,25.64,25047.22,8855.38,35.35
SKU100201,Product Description 201,weekly b flyer,15.41,7.41,14.27,3.44,101.67,66.91,3310.64,970.49,29.31
SKU100202,Product Description 202,weekly a flyer,95.12,7.0,88.46,3.26,134.84,163.52,26538.0,5066.0,19.09
SKU100203,Product Description 203,weekly a flyer,45.71,14.88,38.91,8.78,44.54,120.27,2256.78,523.49,23.2
SKU100204,Product Description 204,temporary price reduction,20.14,14.16,17.29,6.89,145.14,79.94,2213.12,628.66,28.41
SKU100205,Product Description 205,weekly b flyer,55.11,13.64,47.59,8.07,202.33,95.74,4806.59,1316.65,27.39
SKU100206,Product Description 206,cm promo,87.55,36.72,55.4,2.88,191.24,171.2,24099.0,5575.71,23.14
SKU100207,Product Description 207,weekly b flyer,73.76,13.73,63.63,6.44,42.71,69.32,29142.54,11605.74,39.82
SKU100208,Product Description 208,temporary price reduction,81.04,14.52,69.27,5.93,41.57,174.19,22027.86,8292.32,37.64
SKU100209,Product Description 209,temporary price reduction,66.56,31.58,45.54,8.41,70.7,19.45,12523.5,1698.47,13.56
SKU100210,Product Description 210,weekly b flyer,69.84,20.74,55.35,9.11,93.46,155.81,5535.0,2084.68,37.66
SKU100211,Product Description 211,temporary price reduction,85.22,32.18,57.79,0.62,105.07,169.81,13580.65,2552.6,18.8
SKU100212,Product Description 212,weekly b flyer,26.47,7.29,24.54,6.9,171.53,38.0,2036.82,252.54,12.4
SKU100213,Product Description 213,vendor flyer,49.96,22.06,38.94,0.99,18.89,87.21,13239.6,4220.72,31.88
SKU100214,Product Description 214,weekly b flyer,23.68,6.18,22.22,5.71,13.49,34.77,6199.38,1790.71,28.89
SKU100215,Product Description 215,weekly b flyer,98.79,7.19,91.68,3.23,101.02,141.91,16502.4,3784.39,22.93
SKU100216,Product Description 216,temporary price reduction,94.52,36.73,59.81,3.41,175.81,108.0,10107.89,1369.49,13.55
SKU100217,Product Description 217,temporary price reduction,5.86,9.87,5.28,3.85,52.39,127.79,2597.76,305.05,11.74
SKU100218,Product Description 218,weekly a flyer,71.15,23.63,54.33,6.4,162.17,40.9,20373.75,3629.2,17.81
SKU100219,Product Description 219,weekly a flyer,92.67,19.39,74.7,3.67,68.66,43.93,22111.2,8269.9,37.4
SKU100220,Product Description 220,vendor flyer,19.7,17.16,16.32,7.46,222.09,10.22,7849.92,1564.13,19.93
SKU100221,Product Description 221,weekly a flyer,57.66,36.49,36.62,4.34,224.44,65.77,8825.42,2443.84,27.69
SKU100222,Product Description 222,weekly b flyer,91.72,5.76,86.43,1.15,77.84,112.83,39066.36,10109.97,25.88
SKU100223,Product Description 223,temporary price reduction,5.33,28.23,3.83,7.95,61.35,171.87,1424.76,548.9,38.53
SKU100224,Product Description 224,weekly a flyer,70.35,38.72,43.11,3.21,105.77,134.05,11165.49,3826.21,34.27
SKU100225,Product Description 225,weekly a flyer,31.14,24.61,23.48,4.61,63.93,88.21,3568.96,581.19,16.28
SKU100226,Product Description 226,vendor flyer,92.59,37.79,57.6,7.01,169.73,190.72,21772.8,5743.93,26.38
SKU100227,Product Description 227,vendor flyer,97.16,6.83,90.52,3.66,207.39,144.41,38108.92,11794.76,30.95
SKU100228,Product Description 228,weekly b flyer,94.54,19.66,75.96,1.04,169.91,186.17,13824.72,3937.2,28.48
SKU100229,Product Description 229,temporary price reduction,48.47,14.11,41.63,4.05,206.97,106.46,15486.36,2225.08,14.37
SKU100230,Product Description 230,vendor flyer,86.48,30.58,60.04,9.47,102.26,53.26,11287.52,1978.71,17.53
SKU100231,Product Description 231,weekly a flyer,84.77,39.35,51.42,6.6,43.3,12.46,8741.4,2782.43,31.83
SKU100232,Product Description 232,temporary price reduction,33.27,13.98,28.62,6.88,185.8,145.76,4092.66,1492.8,36.48
SKU100233,Product Description 233,temporary price reduction,83.23,27.9,60.01,6.51,93.32,26.02,10681.78,3465.18,32.44
SKU100234,Product Description 234,weekly a flyer,5.63,11.93,4.96,2.39,169.46,61.95,694.4,85.95,12.38
SKU100235,Product Description 235,vendor flyer,60.43,24.79,45.45,4.47,71.31,107.43,6408.45,1445.26,22.55
SKU100236,Product Description 236,weekly a flyer,24.54,21.24,19.33,7.63,24.9,113.75,2164.96,519.5,24.0
SKU100237,Product Description 237,temporary price reduction,13.82,39.02,8.43,1.46,248.18,120.92,657.54,145.37,22.11
SKU100238,Product Description 238,cm promo,9.54,26.3,7.03,3.14,43.27,34.92,1820.77,528.37,29.02
