sku,sku_description,promo_type,regular_retail,discount_percent,promo_retail,margin_lift,sales_lift,volume_lift,sales_revenue,margin_dollars,margin_rate
SKU100121,Product Description 121,temporary price reduction,51.03,23.47,39.05,6.23,99.01,51.3,9879.65,1594.16,16.14
SKU100122,Product Description 122,cm promo,8.8,23.9,6.7,2.28,137.15,94.0,549.4,217.65,39.62
SKU100123,Product Description 123,weekly b flyer,10.81,21.14,8.53,5.65,98.13,193.21,3053.74,469.84,15.39
SKU100124,Product Description 124,weekly a flyer,60.89,16.41,50.9,3.18,93.18,61.03,8703.9,3015.83,34.65
SKU100125,Product Description 125,temporary price reduction,35.41,21.65,27.74,3.57,118.67,46.18,1803.1,471.91,26.17
SKU100126,Product Description 126,cm promo,91.89,26.1,67.91,3.84,72.62,43.75,13785.73,3683.88,26.72
SKU100127,Product Description 127,temporary price reduction,41.85,39.51,25.32,1.1,49.11,112.64,11267.4,1555.5,13.81
SKU100128,Product Description 128,cm promo,16.04,37.82,9.97,9.87,141.37,190.06,3908.24,430.71,11.02
SKU100129,Product Description 129,cm promo,72.04,35.18,46.7,0.8,211.48,122.52,12468.9,4033.24,32.35
SKU100130,Product Description 130,weekly b flyer,30.75,36.12,19.64,6.79,42.44,62.06,3024.56,1148.66,37.98
SKU100131,Product Description 131,cm promo,53.5,21.37,42.06,4.03,13.02,128.44,5299.56,1085.58,20.48
SKU100132,Product Description 132,temporary price reduction,70.39,28.01,50.67,6.64,65.47,125.72,6891.12,1716.91,24.91
SKU100133,Product Description 133,cm promo,90.23,36.33,57.45,3.88,245.03,120.19,4596.0,1058.41,23.03
SKU100134,Product Description 134,weekly b flyer,79.63,18.75,64.7,6.9,208.05,33.57,9640.3,3722.3,38.61
SKU100135,Product Description 135,weekly b flyer,68.28,38.66,41.88,7.43,150.99,127.64,8543.52,1430.25,16.74
SKU100136,Product Description 136,temporary price reduction,68.6,19.55,55.19,7.06,232.67,87.17,18819.79,6216.06,33.03
SKU100137,Product Description 137,vendor flyer,94.7,26.04,70.04,1.58,114.09,5.68,25494.56,7636.1,29.95
SKU100138,Product Description 138,vendor flyer,30.99,29.84,21.74,6.74,245.9,108.87,3369.7,1117.03,33.15
SKU100139,Product Description 139,cm promo,2.11,38.27,1.3,3.16,77.59,197.87,362.7,42.15,11.62
SKU100140,Product Description 140,weekly a flyer,28.65,13.56,24.76,0.77,63.87,71.25,1287.52,449.84,34.94
SKU100141,Product Description 141,cm promo,23.35,31.11,16.08,4.44,161.32,193.18,4357.68,785.71,18.03
SKU100142,Product Description 142,temporary price reduction,66.86,23.23,51.33,4.62,97.65,21.05,8726.1,2847.12,32.63
SKU100143,Product Description 143,temporary price reduction,64.1,14.4,54.87,4.94,158.46,147.03,11467.83,3125.26,27.25
SKU100144,Product Description 144,temporary price reduction,60.16,32.18,40.8,7.2,79.72,24.64,13056.0,1321.02,10.12
SKU100145,Product Description 145,temporary price reduction,3.59,24.33,2.72,3.43,156.39,56.17,1033.6,382.25,36.98
SKU100146,Product Description 146,temporary price reduction,73.42,28.13,52.76,3.5,72.56,115.03,12820.68,1738.38,13.56
SKU100147,Product Description 147,weekly b flyer,33.71,16.3,28.21,1.08,17.49,119.37,7532.07,875.11,11.62
SKU100148,Product Description 148,vendor flyer,67.18,21.84,52.5,7.02,228.47,155.49,12600.0,2400.7,19.05
SKU100149,Product Description 149,temporary price reduction,56.54,26.61,41.5,5.89,221.39,123.83,12491.5,4959.27,39.7
SKU100150,Product Description 150,weekly a flyer,35.59,19.17,28.77,3.82,242.85,119.54,7911.75,1216.51,15.38
SKU100151,Product Description 151,weekly a flyer,15.19,11.94,13.38,7.2,180.55,182.65,669.0,90.53,13.53
SKU100152,Product Description 152,weekly a flyer,11.25,38.66,6.9,5.6,172.27,91.53,1255.8,132.76,10.57
SKU100153,Product Description 153,weekly a flyer,83.49,22.9,64.37,4.96,141.96,46.6,8947.43,1326.06,14.82
SKU100154,Product Description 154,weekly b flyer,92.0,30.69,63.77,5.36,35.86,34.03,3507.35,934.09,26.63
SKU100155,Product Description 155,weekly a flyer,65.68,19.39,52.95,6.55,51.36,81.2,15514.35,3000.55,19.34
SKU100156,Product Description 156,temporary price reduction,12.14,17.43,10.02,6.77,75.92,143.13,1823.64,464.05,25.45
SKU100157,Product Description 157,cm promo,41.4,19.25,33.43,3.25,223.09,10.42,5515.95,1622.21,29.41
SKU100158,Product Description 158,weekly a flyer,73.44,19.32,59.25,1.84,47.38,27.55,7228.5,1532.96,21.21
SKU100159,Product Description 159,weekly b flyer,78.42,24.05,59.56,1.99,231.1,23.01,12209.8,2064.07,16.91
SKU100160,Product Description 160,weekly b flyer,13.59,24.02,10.33,6.57,133.08,117.88,2685.8,561.95,20.92
SKU100161,Product Description 161,weekly a flyer,2.0,22.4,1.55,8.79,180.31,50.09,182.9,27.81,15.21
SKU100162,Product Description 162,cm promo,71.79,9.72,64.81,4.39,32.01,34.92,22618.69,7850.66,34.71
SKU100163,Product Description 163,weekly a flyer,36.95,22.36,28.69,2.11,70.91,119.37,5537.17,1594.1,28.79
SKU100164,Product Description 164,weekly b flyer,26.94,10.92,24.0,7.69,239.84,152.74,5952.0,1822.65,30.62
SKU100165,Product Description 165,vendor flyer,3.26,9.41,2.95,8.41,70.21,67.77,752.25,257.09,34.18
SKU100166,Product Description 166,temporary price reduction,54.95,37.64,34.27,8.87,77.65,116.48,15592.85,4164.03,26.7
SKU100167,Product Description 167,weekly b flyer,85.41,26.17,63.06,6.26,53.41,21.43,15765.0,1823.04,11.56
SKU100168,Product Description 168,weekly a flyer,95.85,28.08,68.93,8.68,36.62,187.17,19851.84,4736.6,23.86
SKU100169,Product Description 169,temporary price reduction,57.44,19.06,46.49,0.65,62.15,68.71,21199.44,6658.29,31.41
SKU100170,Product Description 170,weekly a flyer,52.42,36.81,33.12,1.52,162.37,199.51,15765.12,4631.51,29.38
SKU100171,Product Description 171,weekly a flyer,10.34,27.33,7.51,1.38,116.57,195.76,878.67,189.86,21.61
SKU100172,Product Description 172,vendor flyer,55.79,31.92,37.98,7.27,140.67,156.21,8355.6,2458.02,29.42
SKU100173,Product Description 173,temporary price reduction,39.24,17.9,32.22,1.16,34.98,5.97,14788.98,3527.11,23.85
SKU100174,Product Description 174,temporary price reduction,61.5,38.6,37.76,5.22,201.52,109.61,13064.96,4151.42,31.78
SKU100175,Product Description 175,vendor flyer,40.1,33.72,26.58,4.99,197.1,19.19,3163.02,936.95,29.62
SKU100176,Product Description 176,weekly b flyer,25.55,34.89,16.64,3.45,10.29,179.24,5591.04,1052.69,18.83
SKU100177,Product Description 177,weekly a flyer,11.31,11.03,10.06,8.77,98.96,158.35,663.96,149.14,22.46
SKU100178,Product Description 178,cm promo,32.86,14.48,28.1,2.12,21.85,194.52,5226.6,1944.05,37.2
SKU100179,Product Description 179,weekly a flyer,11.47,15.0,9.75,3.85,199.07,122.46,2613.0,282.32,10.8
SKU100180,Product Description 180,weekly a flyer,19.34,14.48,16.54,7.85,185.63,105.39,5954.4,2293.63,38.52
SKU100181,Product Description 181,weekly b flyer,98.76,34.94,64.25,0.79,225.99,104.76,3533.75,1325.57,37.51
SKU100182,Product Description 182,weekly a flyer,45.52,6.12,42.74,6.89,62.92,78.52,10556.78,2001.4,18.96
SKU100183,Product Description 183,vendor flyer,54.12,7.66,49.97,8.26,116.79,94.8,24835.09,4658.93,18.76
SKU100184,Product Description 184,vendor flyer,87.61,14.59,74.83,9.36,50.2,127.81,13544.23,5340.75,39.43
SKU100185,Product Description 185,temporary price reduction,99.57,12.0,87.63,8.82,95.95,186.72,36103.56,7479.71,20.72
SKU100186,Product Description 186,cm promo,59.11,13.12,51.36,3.53,132.95,119.99,20184.48,7872.39,39.0
SKU100187,Product Description 187,weekly a flyer,81.62,32.93,54.74,6.07,18.07,171.71,12754.42,1425.55,11.18
SKU100188,Product Description 188,weekly a flyer,34.04,24.71,25.63,1.23,180.14,172.83,1717.21,328.26,19.12
SKU100189,Product Description 189,weekly b flyer,31.96,5.2,30.3,2.95,138.11,104.73,14089.5,4847.16,34.4
SKU100190,Product Description 190,vendor flyer,41.46,20.03,33.16,1.4,208.09,70.8,8687.92,3063.09,35.26
SKU100191,Product Description 191,cm promo,67.91,19.28,54.82,3.49,71.59,128.64,5317.54,1218.26,22.91
SKU100192,Product Description 192,temporary price reduction,68.85,8.99,62.66,8.81,226.31,90.28,4887.48,1026.1,20.99
SKU100193,Product Description 193,vendor flyer,32.89,28.66,23.46,3.8,249.68,18.13,10908.9,1643.19,15.06
SKU100194,Product Description 194,temporary price reduction,15.05,29.57,10.6,5.84,230.23,76.81,2141.2,276.22,12.9
SKU100195,Product Description 195,weekly b flyer,63.97,30.23,44.63,4.62,195.58,198.83,17004.03,4799.22,28.22
SKU100196,Product Description 196,weekly b flyer,14.58,30.5,10.13,4.86,204.03,11.61,2907.31,426.72,14.68
SKU100197,Product Description 197,weekly a flyer,58.69,5.0,55.75,9.71,145.57,139.94,20516.0,4868.16,23.73
SKU100198,Product Description 198,cm promo,69.96,38.39,43.1,3.31,51.59,168.56,13533.4,3502.79,25.88
SKU100199,Product Description 199,temporary price reduction,70.66,33.5,46.99,6.46,170.87,130.45,11653.52,2217.77,19.03
SKU100200,Product Description 200,vendor flyer,75.84,36.64,48.05,4.49,179.62,114.81,3027.15,1117.14,36.9
SKU100201,Product Description 201,weekly b flyer,87.54,5.55,82.68,1.08,246.42,142.1,26871.0,8609.04,32.04
SKU100202,Product Description 202,weekly a flyer,51.0,37.69,31.78,5.15,137.62,87.01,1875.02,290.57,15.5
SKU100203,Product Description 203,weekly a flyer,73.56,33.34,49.03,8.23,71.49,20.09,9217.64,2293.13,24.88
SKU100204,Product Description 204,temporary price reduction,62.68,34.3,41.18,1.44,172.5,192.55,8894.88,1134.87,12.76
SKU100205,Product Description 205,weekly b flyer,20.29,8.27,18.61,1.16,244.95,87.6,3647.56,1361.96,37.34
SKU100206,Product Description 206,cm promo,4.52,30.86,3.13,1.96,48.42,133.75,1414.76,432.88,30.6
SKU100207,Product Description 207,weekly b flyer,29.89,38.6,18.35,7.76,84.87,107.2,5394.9,1582.51,29.33
SKU100208,Product Description 208,temporary price reduction,45.42,28.75,32.36,7.38,137.76,12.83,15403.36,4207.95,27.32
SKU100209,Product Description 209,temporary price reduction,62.48,24.97,46.88,5.87,46.7,190.64,23158.72,2407.44,10.4
SKU100210,Product Description 210,weekly b flyer,85.3,38.1,52.8,4.95,10.44,158.92,6283.2,1927.69,30.68
SKU100211,Product Description 211,temporary price reduction,21.23,20.5,16.88,8.94,87.56,31.52,6363.76,1555.27,24.44
SKU100212,Product Description 212,weekly b flyer,14.3,25.98,10.59,7.78,217.02,196.37,3918.3,937.17,23.92
SKU100213,Product Description 213,vendor flyer,96.42,21.67,75.52,8.21,15.65,147.91,34437.12,5811.63,16.88
SKU100214,Product Description 214,weekly b flyer,12.59,37.65,7.85,8.23,110.09,95.52,1201.05,293.82,24.46
SKU100215,Product Description 215,weekly b flyer,48.89,7.66,45.14,6.61,191.74,123.05,12548.92,2739.16,21.83
SKU100216,Product Description 216,temporary price reduction,59.39,22.54,46.0,4.85,238.53,23.13,16790.0,2921.49,17.4
SKU100217,Product Description 217,temporary price reduction,55.05,29.04,39.06,8.71,246.44,112.96,7304.22,2700.08,36.97
SKU100218,Product Description 218,weekly a flyer,10.43,32.72,7.02,9.3,108.38,16.58,2583.36,286.65,11.1
SKU100219,Product Description 219,weekly a flyer,7.59,25.41,5.66,0.73,237.84,109.88,2462.1,359.73,14.61
SKU100220,Product Description 220,vendor flyer,12.34,36.81,7.8,0.99,13.68,111.43,663.0,187.87,28.34
SKU100221,Product Description 221,weekly a flyer,59.39,37.97,36.84,9.61,187.75,175.14,6152.28,1116.48,18.15
SKU100222,Product Description 222,weekly b flyer,55.35,7.25,51.34,3.13,162.47,145.56,15607.36,2673.58,17.13
SKU100223,Product Description 223,temporary price reduction,24.91,19.08,20.16,8.8,66.13,51.41,7297.92,1057.66,14.49
SKU100224,Product Description 224,weekly a flyer,64.5,5.82,60.75,4.19,129.29,177.91,30314.25,10413.1,34.35
SKU100225,Product Description 225,weekly a flyer,82.37,16.53,68.75,1.63,36.74,115.5,26400.0,4986.67,18.89
SKU100226,Product Description 226,vendor flyer,6.07,23.79,4.63,1.26,218.54,122.06,319.47,124.59,39.0
SKU100227,Product Description 227,vendor flyer,50.82,36.88,32.08,1.99,92.69,35.46,11131.76,4066.72,36.53
SKU100228,Product Description 228,weekly b flyer,69.55,34.63,45.47,2.87,158.38,171.84,3182.9,532.12,16.72
SKU100229,Product Description 229,temporary price reduction,26.73,9.46,24.2,5.14,43.9,186.33,7381.0,1152.17,15.61
SKU100230,Product Description 230,vendor flyer,32.16,8.26,29.5,7.16,55.51,155.45,8761.5,1947.41,22.23
SKU100231,Product Description 231,weekly a flyer,62.14,25.62,46.22,9.87,248.03,188.27,23063.78,5200.75,22.55
SKU100232,Product Description 232,temporary price reduction,90.0,23.62,68.74,4.69,189.51,61.86,14779.1,2588.51,17.51
SKU100233,Product Description 233,temporary price reduction,81.37,14.32,69.72,5.42,240.68,172.5,27748.56,3556.66,12.82
SKU100234,Product Description 234,weekly a flyer,59.15,36.48,37.57,5.46,77.48,98.8,11421.28,3125.61,27.37
SKU100235,Product Description 235,vendor flyer,73.56,37.46,46.01,5.62,45.32,34.46,5843.27,2136.03,36.56
SKU100236,Product Description 236,weekly a flyer,37.75,19.09,30.54,5.42,128.25,134.42,10047.66,1490.07,14.83
SKU100237,Product Description 237,temporary price reduction,64.81,36.16,41.37,0.58,126.19,137.46,13693.47,4073.9,29.75
